Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
139319,1.719952472,-0.784659234,-0.859475107,0.218170984,-0.225200379,0.289499542,-0.360711009,0.128130287,0.967710719,-0.059569874,0.41212253,0.98823772,0.095418278,0.205215846,0.036614216,0.559999234,-0.98956534,0.46306921,0.42018928,0.115975415,-0.130212727,-0.63167744,0.225649887,0.147434265,-0.431552315,-0.698757985,-0.006149227,-0.015443574,149.15,0
49969,-1.034139894,-0.541254842,2.161399196,-1.675177735,-0.59998776,-0.468209726,-0.110885155,0.223810106,-0.991154072,-0.221283532,-0.544741951,-1.772040228,-1.684702948,-0.050273907,0.864200342,1.340239616,0.295919094,-1.354334247,-0.415331963,0.224025657,0.219077815,0.126594681,0.080304399,0.011637235,0.188051108,-0.385429718,0.004100126,0.073183551,93,0
149364,-1.98317261,2.462947906,-1.894805091,-0.407259531,-0.700775098,-1.202686683,-0.393363339,1.494191822,-0.247122562,-0.289274508,-1.00063978,1.043716221,0.817957362,1.370266923,0.347504774,-0.176419182,0.299705188,0.019843302,-0.271759995,-0.020881598,0.478773669,1.30585766,0.168657991,1.130060336,-0.569046488,-0.253438487,0.333400779,0.25313295,8.99,0
156053,1.54691167,-1.246097425,-1.062564713,-0.000485599,-0.41267927,0.30033968,-0.320159382,0.146816806,1.14431057,-0.125857091,0.206518174,0.484923257,-0.738667333,0.37512382,0.181692162,0.664800536,-0.931832847,0.545855016,0.539828059,0.285733728,-0.099347089,-0.817859868,0.150139227,0.044412054,-0.557809796,-0.362031568,-0.05687958,-0.006072598,250,0
81438,1.340232564,-0.833991407,-0.278163362,-0.988108133,-0.053767429,0.985750992,-0.700449812,0.210136812,-0.610152387,0.593640297,-0.200019527,-0.070556644,0.3580248,-0.357357718,-0.817276879,0.985585011,0.074267278,-1.162792164,1.506422752,0.182045672,-0.026591441,-0.075740755,-0.271177868,-1.665622864,0.672145805,-0.130549433,0.016245905,-0.00952676,56,0
143685,2.251825809,-0.630156959,-1.71101773,-0.754038212,-0.346301224,-1.462632781,-0.029341325,-0.452267883,-0.474261761,0.828262242,-0.895438531,-0.804195583,-0.725982087,0.182195323,-0.650876594,0.205715029,0.678535995,-1.884983678,0.823523531,-0.138327335,0.208872927,0.723593021,0.013202915,0.027838658,0.326929021,0.009446249,-0.057531042,-0.080087286,2.99,0
42248,-1.460026879,0.835253344,0.976591688,0.633643197,0.073313355,-0.559511126,0.385547795,0.311060319,-0.852761704,-0.330455999,-0.390902337,-0.382899641,-0.672138427,0.805346752,1.547430169,-0.627388865,0.597531148,-0.508622113,0.747999686,-0.118061653,0.08045305,0.061851237,-0.038812696,0.096955418,0.312642476,0.561975484,-0.385759027,0.075061122,29,0
56204,1.404421682,-1.497974704,-1.584303261,-2.300079337,1.098217266,3.246964967,-1.135578292,0.660623334,-1.960272809,1.404949124,-0.486103139,-0.933322306,0.31129421,-0.198689987,-0.189487555,-0.643330854,0.378426978,0.139199153,0.394529453,-0.035927017,-0.205696619,-0.436341022,-0.203841794,1.018117522,0.803714062,-0.058679912,0.000993958,0.018889938,108,0
82235,1.229428195,0.238086691,0.043203595,0.594899632,-0.053385321,-0.707385924,0.254924646,-0.175572845,-0.115607409,-0.066301949,-0.081880895,0.308514537,0.065664246,0.434928667,1.038232509,-0.294165615,-0.011349556,-0.940679828,-0.472826761,-0.128613019,-0.026140401,-0.016134678,-0.035714052,0.111507656,0.496087442,0.396539837,-0.036057136,0.003605293,9.99,0
147777,1.649000693,-0.934548315,-1.557280305,0.347311419,1.653164871,4.185288047,-1.07539194,1.096003284,0.905568447,0.101457229,-0.192228159,0.426591418,0.023523461,0.072884538,0.995077752,0.436300779,-0.8137856,0.012515896,-0.759858073,0.117355468,0.053055201,-0.128435289,0.226388397,0.654237419,-0.366318937,-0.818462326,0.063641179,-0.003383802,147.6,0
5667,-0.408406502,0.668479839,1.692003944,1.298098187,0.725949934,0.886787149,0.642480031,-0.351020071,1.796041431,0.761164796,2.264492126,-2.795007964,-0.556494553,1.28154134,-0.62595314,-1.490980487,1.152161853,-0.279601417,0.408176712,0.035137739,-0.274927359,0.153591441,-0.203736496,-0.375325437,-0.302177684,-0.360291645,-0.565731874,-0.587496495,14.32,0
2423,-0.323034654,0.706652343,0.895411868,-2.152059586,0.4237851,-1.217129878,1.170274421,-0.417092383,0.852196213,-1.152017098,-0.769283022,0.11453571,-0.026638756,0.029407538,0.908748944,-0.440510312,-0.757403608,0.192332146,0.0858141,0.052831165,0.028855506,0.471348455,-0.358870909,-0.106177946,0.143148634,-0.808874283,0.238886508,-0.018515566,1,0
39951,-2.113744696,0.11557074,0.806302827,-1.063006525,-0.247814963,0.610174487,-0.665317855,1.22473863,0.617415038,-1.415477412,-2.382493422,0.146431482,0.022173948,-0.125271545,-0.646487112,0.475887978,-0.036052685,-0.446187091,-0.069242094,-0.06318634,-0.140016063,-0.550059461,-0.197349114,-1.250335157,0.043065117,0.89903222,-0.057793517,-0.140169382,46.91,0
165834,-2.05096406,1.6502614,0.073770291,-1.18703172,0.925928137,-0.675111451,0.738917799,0.424664231,-0.528096287,-0.673051384,1.135708121,1.013131636,0.527660827,-0.802739184,-1.138041255,0.679519018,0.182099395,0.108458407,-0.361075202,0.150862899,-0.377256143,-1.025499606,-0.444515648,0.696868015,0.713451455,0.194674015,0.238216031,0.071025203,9.23,0
70581,1.13515583,-0.479541252,0.30065519,-0.619022648,-0.945925791,-1.051540319,-0.060633777,-0.146172531,1.69315537,-1.123920729,-0.620211383,0.475284305,-0.932201458,0.183704053,0.605004939,-0.936086226,0.224104324,-0.290596705,0.942045145,-0.051668901,-0.222797046,-0.559395236,-0.052721754,0.377421265,0.563092433,-0.84681594,0.049355064,0.036015342,72.6,0
122710,1.958067684,-0.228600113,-0.896420367,0.124061232,-0.274014127,-0.228269811,-0.660040609,0.212707296,1.147971111,-0.525210593,1.184931979,0.460441135,-0.987825562,-0.915905045,0.297570412,0.808772969,0.295762976,0.813369853,0.075900446,-0.213566846,-0.222140132,-0.579176949,0.419171707,0.545713978,-0.560592347,-0.329806115,0.013641636,-0.01541547,0.77,0
131817,2.034841128,-0.268637575,-1.169341212,0.105110059,-0.030075832,-0.533218385,-0.057155061,-0.154116534,0.831378773,-0.041954532,0.443964178,1.397231926,0.374410713,0.122148402,-1.175560069,-0.390140435,-0.441553514,0.091054116,0.680296201,-0.200226244,0.113967353,0.662357199,-0.020103561,-0.259288722,0.231869374,0.193426882,-0.026245779,-0.075327794,1,0
158110,-0.017771279,1.085734122,-1.020007685,-1.363196757,1.665158788,-0.768220096,1.59608829,-0.273367947,-0.732748964,-0.329922157,0.473204856,0.696675691,0.323071093,0.760750558,-0.868644902,-0.340980334,-0.870682835,0.22021275,0.331275238,0.012069678,0.268774209,0.948463128,-0.292293962,0.349625228,-0.241197198,0.060299248,0.390481318,0.262391201,1.46,0
143905,1.847278406,-0.494720114,0.089379273,1.411600218,-0.989233093,-0.22289887,-0.821067892,0.174956627,1.451306225,0.174377504,-1.311583528,-0.585333276,-1.632225278,0.144775382,0.892832098,0.615272728,-0.635404759,0.420294198,-0.714642054,-0.288051645,0.056371327,0.167201947,0.263721529,-0.175521529,-0.420075887,-0.745486501,0.062514037,-0.018291163,45,0
109663,2.0634226,-0.08483222,-0.595907502,0.24702793,0.088872,0.079969438,-0.529464102,-0.106960061,2.475819551,-0.636221963,-0.265922019,-1.685104016,3.019577899,1.22144268,0.301332782,0.384455742,-0.286308985,0.425713258,-0.063735237,-0.159711929,-0.310463537,-0.488751341,0.294093004,-0.058378385,-0.233223371,-0.956388793,0.03398432,-0.03123757,2.12,0
154595,-1.044926033,1.289381527,-0.127798997,0.322831225,0.227628742,-0.262884068,0.118693949,0.793326027,-0.527695325,-0.897975438,-1.463057396,0.340604748,0.263916711,0.654377349,-0.244172191,0.199779692,-0.281076859,-0.036986494,-0.570192289,-0.387740559,0.164972809,0.203343963,-0.137385695,0.584225026,0.177173366,-0.705496613,-0.282191941,-0.13279504,20.39,0
34683,-1.170577873,0.698083146,0.801534275,0.179343508,-0.002491627,-0.51443471,0.811904607,0.407805127,-0.649792809,-0.965507333,-0.687653096,-0.147358756,-0.604826475,0.736869799,0.524991404,0.071627538,-0.21369249,-0.34415707,-1.302743965,-0.051130777,0.289664749,0.41992425,0.117833587,0.04767238,-0.030353191,-0.506034712,-0.022303964,0.046118947,114.02,0
122147,1.906970074,-0.277454845,-1.977278704,0.224739126,0.512067053,-0.762420499,0.563661145,-0.361050559,0.601875225,-0.177440145,-0.963902444,0.369962435,0.152599097,0.553141648,0.495652918,-0.545289549,-0.405479975,-0.249662482,0.071164563,-0.01788006,0.148288129,0.370618032,-0.072321352,0.434484525,0.387871873,-0.541424101,-0.028318464,-0.037725541,104.99,0
64829,-2.130854446,-2.337245621,1.513229947,-1.603184005,-0.189340883,-0.154974702,0.933018445,0.020260189,1.217719205,-1.709399186,0.324457094,0.453562172,-0.618961632,-0.168058107,0.093245662,0.14521212,-1.025891257,1.408036389,0.274895843,1.211781897,0.527173742,0.663329396,0.775082924,-0.393337763,0.581453078,-0.708273691,-0.220865742,-0.074168058,443,0
132174,-0.653274374,-0.555623383,1.164614863,-1.136906039,-1.158934939,0.347023017,-0.960905749,0.705601703,-0.894929018,0.086173218,0.222121566,-0.104198397,0.308284913,-0.249562759,-0.216312458,1.328263797,0.226568037,-0.148118881,1.778706343,0.374862829,0.480673442,1.051188568,0.174969247,-0.447550862,-0.870336908,-0.143131191,0.102650475,0.084260068,96,0
69891,-0.388855453,0.766350275,2.058003733,1.316619507,0.197951294,-0.018033901,0.976181325,-0.35706517,0.050889832,0.211561305,-0.356824579,-0.650180569,-1.576571757,-0.128123579,0.448213728,-1.423543699,0.633664333,-0.681900291,0.685715842,0.038975071,-0.094236458,0.206956967,-0.252490676,0.393755102,-0.029348666,-0.27666054,-0.318031674,-0.33163835,18.05,0
147419,-0.556302905,1.651283993,-1.094529623,1.018316061,1.02870802,-0.359840646,1.064376909,0.401771397,-1.053968952,-0.68055187,0.781197548,-0.009974307,-1.160434546,-0.351676477,-0.772069229,-0.349405422,1.30142634,0.965047315,0.813996326,0.050603987,0.131835173,0.424798628,-0.143944527,0.565089715,0.022830593,-0.423528354,0.307057759,0.211934602,43.92,0
149558,2.058385818,-0.062857366,-1.096334008,0.392693976,-0.080458579,-1.089399852,0.166785283,-0.303120753,0.548885134,0.065698756,-0.758229859,0.421084876,0.045674983,0.282190702,0.095481345,-0.141981188,-0.255771233,-0.932291684,0.100970687,-0.230123461,-0.288328505,-0.690630346,0.338555767,-0.084519501,-0.304949191,0.205521205,-0.067826021,-0.061269488,1.79,0
131821,-0.715161695,0.3673251,1.782268392,-2.615120284,0.385968648,-0.215298085,0.961412787,-0.710488186,1.792142275,-0.715320757,-0.832014275,-0.630871767,-1.057235233,-0.626569692,1.510766963,-0.759574509,-0.517795146,0.124913433,1.467349033,0.139912022,-0.347895002,-0.65571145,-0.330476064,0.436017227,0.218108933,-0.505005837,-0.991993894,-0.582697485,4.43,0
46410,-0.44412686,0.902031799,0.396834498,0.991228559,-0.426954335,-0.453860676,0.762914632,0.242295902,-0.727328941,-0.472863774,-0.956531525,-0.047413304,0.227845058,0.605815811,1.00864494,-0.02115755,-0.18306977,0.277843506,0.448322743,0.134655389,0.22036164,0.35043097,0.177449138,0.022644972,-0.035848807,-0.309563471,-0.08508835,-0.013141106,127.69,0
147901,-0.030405937,1.971991031,0.449777294,4.414395786,1.146588182,0.261143051,1.206510546,-0.233401163,-2.397435516,1.777569196,-0.637672333,0.282078059,1.62117552,0.110335116,-0.350831896,-0.990841857,0.456516651,-0.60425956,1.267043892,0.357165814,0.112807162,0.616413424,-0.084948537,1.205581037,-0.492303198,0.313152358,0.326325641,0.284113432,7.57,0
163394,-1.047228211,-0.44988037,1.435449021,-1.365576483,-0.873832581,0.980446432,-1.087002918,1.005065883,-0.235322866,-0.127131214,-0.759186588,0.372104911,-0.194261864,-0.513911372,-1.912825794,-0.982208721,-0.188088644,2.001907836,-0.307857186,-0.276228664,-0.299950367,-0.394963629,0.106765186,0.26821394,-0.526994516,0.486537043,0.269527662,0.107414026,55,0
100516,1.918388822,0.778823678,-0.740754998,3.705086407,0.88383398,0.276497741,0.15385775,-0.129863461,-0.266207828,1.311979168,1.719932401,-1.715833872,2.565804664,1.844211925,-1.818700747,1.045340225,-0.505330568,0.451943771,-1.663772108,-0.232951613,0.137020973,0.625138911,0.090071888,0.717090373,0.119219147,0.03463218,-0.075354239,-0.0591173,4.57,0
140148,1.973371763,-0.152236279,-1.026353394,0.32503292,-0.102908852,-0.844349188,0.096942648,-0.177097379,0.258094762,0.223180633,1.100027471,1.226777504,0.059556199,0.467298869,-0.627723047,0.00568259,-0.456793911,-0.499150258,0.326159585,-0.183200917,-0.215224963,-0.548156987,0.329491998,0.021389738,-0.357507992,0.176323196,-0.073699698,-0.066793358,17.99,0
25899,1.043574913,-0.918705307,0.146292143,-0.188940655,-1.285470947,-1.302954319,0.049044962,-0.4063144,-0.937103648,0.528470838,-0.166737148,0.439092469,0.631692444,-0.018128538,-0.12174852,-1.956716752,0.482268464,0.387857199,-0.721703768,-0.140935121,-0.306046525,-0.631542926,-0.094143209,0.988330741,0.318932945,1.039345095,-0.096225697,0.033780082,174.98,0
51261,-1.373062622,0.967681512,0.205817533,-3.853662736,-0.331673475,-0.781526817,0.3086893,-1.379226752,1.505783821,-2.686898261,-1.417148296,1.006701249,0.267724447,0.23813878,-0.065513877,-0.342766168,-0.48329145,0.002977849,0.074135045,-0.695290513,1.412876696,-0.758137088,-0.05803036,-0.465634623,0.43705757,-1.178778058,0.116927158,0.04298128,57.01,0
86094,1.301840582,0.149403809,-0.106904845,0.247299017,0.390803275,0.283197017,-0.02883191,0.014588717,0.119942495,-0.11432429,-1.227462271,0.050689219,0.650066964,0.163751276,1.375094287,0.414260072,-0.659280727,-0.546597325,0.047027923,-0.058075844,-0.316203763,-0.88261458,-0.014615435,-1.330199452,0.332389189,0.20993446,-0.015058319,0.002904036,8.99,0
110028,2.027428929,-0.108880481,-1.304808779,0.295298619,0.16764225,-0.542782724,-0.17142188,-0.098834461,2.056650183,-0.254181417,1.681660665,-2.488114477,-0.281565609,2.489207135,-0.287808923,-0.083942508,0.114594244,1.005261762,-0.17703353,-0.387394113,0.153451529,0.71590845,0.048886768,0.615944999,0.213301485,-0.502171125,-0.03599569,-0.06754051,1,0
76503,-0.177617584,0.68189359,1.656585622,-0.189525675,0.070296136,-0.807263533,0.889506578,-0.688949365,-0.039494369,0.271110167,-0.108514443,-0.104529347,0.528209098,-0.460278005,1.232198138,-0.308737415,-0.305392435,-0.212490134,0.720811477,0.195320222,0.071136061,0.533187814,-0.267792513,0.499802902,-0.177717217,1.091395124,-0.625612109,-0.430069361,5.84,0
48097,0.240306495,-1.885762517,0.640169498,0.553165431,-1.222834635,1.054370556,-0.367722939,0.404477398,0.898792342,-0.494372345,1.252573779,1.145564038,-0.617393043,-0.095855801,-0.426984527,-0.393849001,0.480768815,-0.89247882,-0.172912387,0.709138339,0.130343316,-0.341933383,-0.245602804,-0.209558489,-0.214970018,0.908387709,-0.087211196,0.072199228,440.2,0
36595,1.368230548,-0.702589504,0.76540493,-0.796342158,-1.070178791,0.021726875,-1.102257159,0.095162822,-0.392945611,0.560441635,-0.513573397,-0.622256598,0.551056531,-0.484245722,1.383109169,1.323091398,0.143951049,-1.162045495,0.051235311,0.083588105,0.377796256,1.095181108,-0.135997731,-0.378306996,0.42672802,0.011051587,0.054734499,0.017553821,11,0
68792,-1.908787171,-1.895318025,2.316598841,-2.72017033,0.467936884,-1.092812016,-0.431054257,0.187473228,1.853550492,-2.011539412,1.495810828,1.036968813,-1.028544154,-0.039915125,0.815356011,-0.941815516,-0.148757912,0.649024813,0.396718555,0.543253585,0.416497773,0.922059892,0.086171389,0.23993841,0.611853494,-0.74945565,-0.125342627,-0.12550065,118.66,0
143327,-2.442063946,1.996950001,1.003530624,-1.883712699,0.342860584,0.19828796,1.070715104,-0.916610251,3.124459631,3.633513206,1.420729975,0.178547658,-0.698647584,-1.789277413,0.057728764,-0.266129018,-1.40667965,0.02195682,-0.160079035,1.312840133,-0.525933179,-0.445525365,-0.043589838,0.618144578,-0.015976766,-0.502108852,-0.714018886,-0.498345056,1.54,0
143545,-2.483403735,-3.404466755,1.838515326,-2.556352155,-1.498160592,0.034158806,-0.256935359,0.362230044,-1.771324668,0.472930639,0.108645706,-1.325704814,-0.397689774,-0.50629699,-0.018927848,0.949505559,-0.571220138,1.822351001,-1.018210644,1.235532735,0.475648734,0.421936791,1.07123011,-0.456168964,0.611596036,-0.070924409,0.087774261,0.179821579,512.65,0
37904,1.173473881,0.423246397,0.482035781,2.319600232,-0.088220667,-0.074818243,-0.069758239,0.120263877,-0.740910273,0.914429204,0.578828424,-0.344301906,-1.489096277,0.755136916,-0.015261519,1.014398189,-0.908826418,0.589549356,-0.630826176,-0.226728361,0.065155184,0.063994789,-0.104120539,-0.028732249,0.522843549,0.075753616,-0.025608284,0.004190972,3.77,0
141893,1.982438367,0.66851846,-1.422922103,3.67283788,1.09314547,-0.037959897,0.646259218,-0.244691922,-1.137774742,1.450911594,-1.880689475,-0.279513636,0.237188039,0.308515325,-1.305393774,0.460444393,-0.741151652,-0.678561506,-1.067510827,-0.261708071,-0.055717021,-0.059101875,-0.003405194,-0.78681162,0.314333773,0.068511111,-0.059757958,-0.066039375,15.72,0
26458,-0.331975569,0.917888153,1.552326255,0.215446819,0.603356159,0.269325395,0.742299986,-0.063181232,-0.561264522,0.002961128,1.260251743,0.675800951,0.243478897,0.096967549,0.403334652,-0.002386755,-0.693972937,0.072465123,-0.170038112,-0.020068184,0.027779121,0.202785175,-0.217042829,-0.321901708,-0.012480276,-0.511644796,-0.235700486,-0.208642792,2.95,0
161085,1.983252912,-0.176807741,-0.234645138,0.420610337,-0.52488119,-0.517921812,-0.426280051,-0.08543957,1.058515298,-0.202975208,-0.294907879,1.255531451,1.268847217,-0.273232569,0.534121068,0.055100851,-0.504026462,-0.429214343,-0.20682196,-0.145294868,-0.1522944,-0.250782014,0.445138633,1.133433319,-0.414366,-0.684324797,0.03999182,-0.018517661,0.12,0
64734,-1.007392676,-0.165398858,0.688681911,-1.973675088,-0.889859138,-0.602386876,-0.288371378,0.292658789,-3.044822025,1.134385472,1.419240578,-0.218614781,0.151056798,0.332882876,-0.35540731,-0.774547512,0.916016976,-0.372601831,0.095545844,-0.641039565,-0.33098108,-0.642449226,0.389396611,0.154101661,-0.178099532,-0.494654965,-0.21655085,-0.093823126,40.72,0
119769,-0.61479178,0.992445839,-0.233791903,-2.276418731,0.373609111,-1.488007956,0.962360576,0.116003638,0.153882812,-1.370399998,-1.247251415,0.777103144,0.638573586,0.203624796,-1.319844754,0.104676915,-0.561921274,-0.948817843,-0.720641131,-0.219040727,-0.138073812,-0.297074883,0.049828724,-0.061430246,-0.665626798,0.335473876,0.211958891,0.187991568,4,0
117207,2.058393736,-0.045552237,-1.070594349,0.412980359,-0.121866911,-1.199185472,0.20069226,-0.345354552,0.51387137,0.066547127,-0.723655206,0.533309821,0.255386438,0.237634157,0.020917962,-0.108890979,-0.304679984,-0.88681153,0.150162142,-0.206346699,-0.286548632,-0.688129602,0.333561321,0.026280983,-0.290829202,0.19603268,-0.070034763,-0.059229878,4.49,0
41850,1.325619412,-1.757870303,0.404909398,-1.537427265,-1.383210805,0.979649747,-1.599752356,0.283651173,-1.108382506,1.389295325,-0.821614123,-0.803030688,0.161741802,-0.742979643,-0.737327731,0.255057477,-0.118187399,1.193834959,0.829182818,-0.087088725,-0.245949119,-0.430069337,-0.246666168,-1.407010317,0.392142617,-0.115461884,0.049553133,0.022342708,119.35,0
138751,1.871804985,0.52317835,0.325290378,3.79480451,-0.058570556,0.219239593,-0.268973114,0.00251181,-0.73030713,1.313200946,-0.850571847,0.863878441,1.920208525,-0.474120114,-0.565026585,1.166676665,-1.009603319,-0.674385158,-1.66779065,-0.181632974,-0.17571981,-0.387722646,0.428308006,-0.05586063,-0.519327834,-0.383361474,0.025915201,-0.022317285,0,0
113006,2.129325524,0.040962964,-1.70527952,0.015528738,0.62967705,-0.512780472,0.231489779,-0.319144683,0.618207945,-0.132970674,-1.138887571,0.702238317,1.359997439,0.198719524,0.81919003,-0.125472311,-0.861434707,0.185164878,0.060391061,-0.129057104,0.23408201,0.883998559,-0.083351881,0.140602614,0.481840718,-0.416671112,0.010478005,-0.051137866,1,0
9948,0.271351892,-1.740521769,0.772038693,0.759880916,-1.58109474,-0.223862455,-0.088794431,-0.201152428,2.222446156,-1.006886553,0.417591195,-1.691266076,2.433181682,0.969873344,-0.449548917,0.167279104,0.636043033,-0.094781048,-0.132551394,0.934442657,0.036382697,-0.540242404,-0.368139116,0.455832666,-0.069748531,0.896705804,-0.149523057,0.096971495,500,0
167643,2.074750926,0.072792379,-1.992872544,0.122832174,0.85434644,-0.053888239,0.046388422,-0.011619309,0.29641215,-0.214147981,0.510457574,0.566254488,0.015741036,-0.66853252,-0.384541196,0.672233574,0.017617806,0.348827109,0.547446446,-0.132994964,-0.356247991,-0.950845559,0.244486754,-0.305191346,-0.208431499,0.205081135,-0.06488578,-0.048809973,1.79,0
34928,1.24884631,0.231076222,0.113185898,0.880484269,0.165066103,0.066443747,-0.034526529,0.031764056,0.192374435,-0.041253744,-0.974066032,-0.143207425,-0.173507813,0.349752578,1.333247986,0.129043798,-0.47135063,-0.28353507,-0.412566763,-0.169174465,-0.070449765,-0.138293347,-0.099840427,-0.791002421,0.582564984,-0.336085135,0.037542315,0.012682057,2.94,0
79200,-0.440001526,0.682562032,1.291516834,0.964039863,0.115362272,-0.868941834,0.694664081,-0.080749217,-0.471730089,-0.207108688,-0.76246793,-0.866355453,-1.348349716,0.630546105,1.187689287,-0.259405508,-0.101917884,0.300532711,0.446707283,0.040633641,0.170601791,0.353717491,-0.057867514,0.355256333,-0.193649809,-0.315362806,0.134245083,0.157592214,40,0
111009,-0.143403326,1.026064691,-0.709466709,-1.005123832,1.488402823,-1.039692498,1.477647745,-0.351999338,0.601532441,-0.693447218,1.75925285,-1.937612749,1.340681878,2.338524306,-1.577101158,-0.483939845,0.068626477,0.412700828,-0.05425319,-0.017164548,0.162227868,0.79988157,-0.15301086,0.755138831,-0.335581256,-0.007007672,0.351078959,0.262893716,20,0
159066,-1.559356533,-0.523267308,-1.763186054,-0.247172801,1.654047197,-1.819146544,0.084279682,0.034052961,-0.038916419,-0.757245862,0.676623969,1.020252964,0.656620036,-0.441753579,-0.609701501,0.771943246,-0.180601413,1.130616312,-0.558763215,-0.711644524,0.428527414,1.362442001,-0.803381888,-0.28956752,-1.77710634,-0.534822479,0.439590722,-0.252369527,45.77,0
158367,-2.850053932,-0.576057447,-3.033597443,0.519115127,3.139702421,-2.982137042,-0.269201479,0.377441751,-0.740350593,-1.659318311,-0.335182902,0.537733682,1.184275706,-2.052589683,-0.567125756,0.585309665,2.301222748,0.605257134,-0.472767124,-0.230991032,0.114756327,0.23635177,-1.074304704,0.708844371,-0.75340596,0.46799951,0.56988776,-0.519821207,0.76,0
68486,1.304872251,0.200051892,-0.425744859,-0.011199304,0.125317009,-1.099621622,0.544748781,-0.442768191,-0.299932254,-0.129042049,-0.476929363,0.641709476,1.321420739,0.213750429,0.66511237,-0.001032178,-0.407711834,-0.673138364,0.289686434,0.072835449,-0.050079389,-0.119827503,-0.186380818,0.002251178,0.647710253,1.094585875,-0.111522688,-0.006728062,34.95,0
57207,1.300163997,0.102946031,-1.403677328,0.18565574,2.360613017,3.398775363,-0.269983069,0.765126063,-0.075123634,0.057598181,-0.417648562,0.12852442,-0.194474241,0.393530515,0.178965155,-0.049502483,-0.611104471,0.008156996,0.243877002,-0.049392489,-0.090098972,-0.244171303,-0.18022947,1.018903918,0.999122337,-0.245221921,0.011885374,0.006544314,1,0
56546,1.108165261,0.082910019,-0.143816617,0.328507763,0.205536635,-0.238828884,0.346012981,-0.059452336,-0.510282104,0.02816297,1.503959095,1.214259648,0.488467337,0.601129909,0.289406945,0.01118611,-0.36809216,-0.776457732,0.141694931,0.037693783,-0.28513126,-0.96563933,0.066469476,-0.291483117,0.222364274,0.162719006,-0.059531924,0.003873378,64.95,0
109252,-0.914699428,1.692733919,-1.098954572,-0.623242549,0.569160285,-0.43155466,0.285757906,0.528678514,1.669748322,-0.28575119,1.302392096,-2.78522188,-0.078995751,1.049894439,-1.451959328,0.735063653,0.976654114,0.858604513,-0.109865018,0.152429978,-0.532276008,-1.188278446,0.163332389,0.101346614,-0.313309281,0.097224799,0.372027439,0.189162416,10.88,0
143182,1.987370419,-0.410268121,-0.601077779,0.137262274,-0.256420783,0.225007477,-0.678090391,0.227607759,1.160683442,0.024486623,0.332274805,0.599031978,-0.6987162,0.278847419,0.115861246,0.583887413,-0.933988507,0.580481464,0.400906189,-0.228583306,-0.174545464,-0.456089698,0.352714274,0.211880336,-0.40632995,-0.645134781,0.021019591,-0.040498719,4.6,0
35273,-8.313401841,-6.270720179,-1.333801429,0.218198951,-1.101031367,-0.327100165,-0.677812012,1.073467491,-0.625128302,0.01235895,1.062504231,0.066989768,-0.67093433,0.584595525,0.126442635,1.780906132,0.909869739,-1.54083772,-0.179872118,-1.542766288,-0.107142388,0.310856142,-1.415962073,-0.043643864,0.226257717,-0.278380601,-0.411807418,-0.289385854,84,0
25962,-0.389890886,0.602704053,1.528363366,1.097397499,0.373764418,0.877717433,1.297823246,-0.318591593,-0.329936969,0.329322601,0.983896047,0.563712742,-0.118895132,-0.252950655,-0.389580231,-1.0607129,0.025419192,-0.128932535,1.177477868,0.141580407,-0.056375971,0.412930065,-0.149540458,-0.27676865,-0.169189669,-0.303434431,-0.228246876,-0.349944706,104,0
156343,2.013960539,-0.79752288,-0.729493594,-0.28631985,-1.467682335,-1.649629742,-0.882573021,-0.187291132,0.14486595,0.095724429,0.29801693,-0.972115065,-0.936592243,-1.85513912,0.373671652,1.451350106,1.757061567,-0.621172758,-0.139307891,0.003370457,0.305983246,0.856085136,0.198415633,0.808379214,-0.313175309,-0.145406843,0.018039516,0.001177214,49.99,0
76322,1.248279157,0.219090048,-0.188031037,0.442604402,0.024566447,-0.962153174,0.46788094,-0.307698264,-0.171937634,-0.074184962,-0.635692153,0.171882583,0.21884575,0.4408192,0.790564481,0.171982067,-0.434722262,-0.723773929,0.283969197,-0.007204866,-0.393450118,-1.243745176,0.051998117,-0.122740641,0.342160765,0.16532238,-0.070772008,0.010914986,42.9,0
100876,-3.736453622,-5.826895549,1.405223784,1.243717123,4.803596381,-4.443975932,-4.188660002,0.505526721,2.760744948,-0.333089702,-0.075527098,-2.210433872,1.101171762,1.502523022,-0.408023375,0.346008207,0.2148185,0.512732276,-1.024877559,1.206862602,0.638663094,0.478266491,1.642646905,0.318365346,-2.356324615,0.057183225,0.129854377,0.486999018,15.95,0
122315,1.626241691,-0.820035132,-0.346565152,1.36182818,-0.350867938,1.012204079,-0.636001231,0.334875108,1.173781742,0.082480657,0.005077633,1.238919287,0.094312983,-0.308389477,-1.329119581,0.220413222,-0.647366906,0.290875775,0.227766685,0.071537799,-0.102977782,-0.353085762,0.167590258,0.181978908,-0.296155455,-0.898291856,0.047243367,-0.00755981,150,0
133292,1.895816672,-0.111575267,-1.787544151,0.339968719,0.243478872,-0.722964823,0.084753602,-0.118045912,0.756818635,-0.760467857,1.03654465,0.956843353,-0.043933655,-1.423609554,-0.754936484,0.257045084,0.873963753,0.581004373,0.426726445,-0.058059597,-0.186852335,-0.402003939,0.092918019,-0.517157041,-0.079182928,-0.088276982,-0.014406281,-0.023206885,59.14,0
